price,bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,grade,sqm_above,sqm_basement,zipcode,sqm_living15,sqm_lot15,house_age,renovated
835000,4,2,291,1246,2,0,0,3,9,199,92,98052,210,928,1,0
1095000,5,3,380,1194,1,0,2,4,10,194,186,98033,236,954,1,0
269000,4,1,138,929,1,0,0,4,8,102,36,98023,204,828,2,0
560000,3,2,177,813,2,0,0,3,8,177,0,98074,189,813,1,0
615000,4,1,124,223,1,0,0,4,6,124,0,98103,124,409,5,0
585188,3,2,207,932,1,0,0,3,8,133,74,98052,207,868,1,0
305000,3,1,153,881,1,0,0,3,7,113,40,98034,143,781,1,0
166950,3,1,111,820,1,0,0,3,6,111,0,98058,114,742,2,0
799000,3,2,199,920,1,0,0,4,8,199,0,98040,249,937,2,0
400000,3,2,203,698,1,0,0,4,7,132,71,98133,177,727,2,0
230000,3,1,99,951,1,0,0,3,7,99,0,98155,146,951,3,0
256883,3,2,157,467,2,0,0,3,8,157,0,98023,237,465,0,0
423000,4,2,183,602,1,0,0,5,7,105,78,98108,139,602,4,0
465000,3,2,200,380,2,0,0,3,8,200,0,98126,163,222,0,0
440000,3,2,178,6153,2,0,0,3,7,178,0,98024,217,6252,0,0
385000,3,1,125,14412,1,0,0,4,7,125,0,98038,145,4737,2,0
210000,3,1,80,1090,1,0,0,4,6,80,0,98056,121,884,3,0
297000,3,2,180,1390,2,0,0,3,8,180,0,98042,189,971,0,0
470000,3,1,94,465,1,0,0,3,7,94,0,98107,156,465,3,0
226500,3,1,121,685,1,0,0,4,7,84,37,98023,133,697,1,0
274250,3,1,85,785,1,0,0,4,6,85,0,98059,130,747,2,0
840000,4,1,230,1023,1,0,0,4,9,151,79,98040,257,999,2,0
677900,3,2,227,426,2,0,0,3,8,227,0,98052,256,426,0,0
425000,3,1,94,545,1,0,0,3,7,94,0,98116,120,465,4,0
464000,6,3,214,316,2,0,0,3,7,149,65,98133,145,122,4,1
320000,4,2,144,704,2,0,0,3,8,144,0,98038,151,595,1,0
625504,3,2,118,146,2,0,0,3,8,99,20,98105,108,123,0,0
592500,4,2,208,1118,1,0,0,3,9,208,0,98074,234,1149,1,0
465000,3,2,252,1667,2,0,0,3,9,252,0,98001,241,1709,0,0
477000,4,2,160,583,2,0,0,3,8,160,0,98118,198,809,1,0
280000,2,1,79,1524,1,0,0,3,6,79,0,98168,102,1344,4,0
1505000,5,3,307,3111,1,0,3,3,9,174,133,98040,357,1947,2,1
445838,3,2,209,529,2,0,0,3,8,209,0,98146,123,501,0,0
1072000,2,2,362,1381,1,0,3,3,8,181,181,98144,240,482,3,0
467000,2,1,123,1004,1,0,0,4,8,123,0,98177,197,1119,3,0
686000,4,2,257,599,2,0,0,3,10,257,0,98075,285,755,0,0
279950,3,2,163,906,1,0,0,3,7,125,37,98198,177,941,2,0
527000,4,2,217,1806,2,0,0,3,8,217,0,98011,178,934,1,0
325000,3,2,206,1489,1,0,0,4,8,165,41,98030,193,891,2,0
328000,3,2,188,779,2,0,0,3,7,188,0,98038,188,746,0,0
390000,3,2,116,697,1,0,0,5,7,116,0,98146,119,687,3,0
479950,2,2,140,606,1,0,0,3,8,140,0,98053,152,558,0,0
264950,4,2,160,906,1,0,0,4,7,104,56,98023,140,906,1,0
235000,3,1,133,1417,1,0,0,4,7,91,42,98031,182,1214,2,0
516500,3,2,138,439,2,0,0,3,7,138,0,98053,209,439,0,0
655000,2,1,135,1468,2,1,4,3,7,114,20,98166,189,1226,4,1
500000,4,2,212,1426,1,0,0,5,7,212,0,98059,212,1426,2,0
315000,6,2,273,683,1,0,0,3,8,165,108,98023,197,765,1,0
213000,2,1,93,948,1,0,0,3,6,93,0,98024,107,1273,2,0
475000,3,1,230,491,1,0,0,5,7,151,80,98108,194,446,3,0
1025000,5,4,349,2606,2,0,0,3,10,349,0,98033,319,3262,1,0
416000,3,2,206,8764,1,0,0,5,7,152,54,98010,192,7444,1,0
410000,4,1,183,441,1,0,0,3,7,155,28,98122,140,441,5,1
800000,3,3,356,20565,2,0,0,3,10,328,28,98077,271,13805,1,0
472000,6,2,410,1304,1,0,2,4,9,218,191,98003,242,1300,2,0
225000,3,1,133,790,1,0,0,4,7,133,0,98003,111,803,2,0
210000,2,1,77,558,1,0,0,3,6,77,0,98126,77,461,3,0
455000,2,1,133,465,1,0,0,2,7,133,0,98115,135,349,4,0
225000,3,1,121,773,1,0,0,4,6,121,0,98002,117,773,3,0
480000,2,1,96,284,1,0,2,4,7,73,22,98103,129,284,4,0
363000,3,2,255,1103,2,0,0,3,9,255,0,98023,239,964,1,0
2400000,4,2,339,776,1,1,4,3,9,170,169,98074,290,1751,0,0
181000,2,1,67,476,1,0,0,3,6,67,0,98106,107,238,3,0
250000,4,2,187,680,1,0,0,4,7,187,0,98002,187,711,1,0
481000,3,1,145,279,1,0,0,4,6,72,73,98103,129,279,4,0
260000,3,2,168,670,1,0,0,4,7,115,53,98032,163,670,1,0
455000,4,2,312,714,2,0,0,3,9,312,0,98058,284,610,0,0
415000,3,2,140,3367,2,0,0,3,8,140,0,98045,161,3367,1,0
349500,3,1,130,329,1,0,0,3,7,74,56,98118,151,588,3,0
245000,3,2,161,692,2,0,0,3,7,161,0,98030,151,600,1,0
592500,2,2,132,854,1,0,2,5,7,132,0,98115,132,633,4,0
385000,4,1,219,708,1,0,0,4,7,110,110,98106,178,708,2,0
315000,3,1,147,1065,1,0,0,4,7,112,35,98059,144,990,2,0
255000,3,1,114,945,1,0,0,3,7,114,0,98045,128,938,1,0
693000,4,2,229,411,2,0,0,3,8,229,0,98052,278,526,0,0
780000,3,1,154,409,1,0,0,3,8,136,19,98112,154,409,5,0
237000,3,1,118,787,1,0,0,4,7,118,0,98198,149,787,2,0
525000,3,2,195,3765,2,0,0,3,10,123,72,98074,221,3109,1,0
425000,2,1,72,468,1,0,0,3,5,72,0,98144,124,240,4,0
290000,4,2,158,677,2,0,0,4,7,158,0,98031,181,695,1,0
285000,3,1,104,995,1,0,0,3,7,104,0,98106,105,590,2,0
415000,2,1,99,418,1,0,0,3,7,99,0,98115,123,415,3,0
272500,3,2,192,920,1,0,0,3,8,132,60,98023,192,767,1,0
2900000,4,3,469,1868,1,0,2,3,11,441,28,98004,362,1864,1,1
1365000,4,4,493,5330,2,0,0,4,11,493,0,98077,388,4409,1,0
436000,2,1,97,701,1,0,0,4,7,97,0,98133,134,700,3,0
210000,3,1,158,1059,1,0,0,4,7,158,0,98003,125,759,2,0
236000,3,1,121,548,1,0,0,3,7,121,0,98178,123,708,2,0
331000,3,1,100,121,1,0,0,3,7,54,46,98199,134,207,2,1
365000,3,2,247,419,2,0,0,3,8,247,0,98031,247,458,0,0
450000,3,2,213,1511,1,0,0,5,8,213,0,98058,154,979,2,0
770000,4,2,355,2444,2,0,0,3,9,265,90,98028,173,1128,0,0
455000,4,2,205,4589,1,0,0,3,8,205,0,98038,248,4590,0,0
405000,3,1,222,558,1,0,0,3,6,115,107,98118,188,558,5,0
304900,4,1,242,1053,1,0,0,4,7,150,92,98031,160,1030,2,0
170000,2,1,80,489,1,0,0,3,6,80,0,98178,153,816,4,0
2050000,5,3,356,788,2,0,1,5,9,244,112,98122,283,702,5,1
780000,4,2,325,655,2,0,0,3,9,325,0,98053,364,731,0,0
330000,3,3,225,1297,1,0,0,4,8,162,63,98028,239,1236,1,0
370000,4,2,253,805,2,0,0,3,9,253,0,98030,224,753,1,0
467000,5,2,232,1255,1,0,0,3,7,172,60,98072,214,906,1,0
405000,3,1,155,625,1,0,0,3,7,106,49,98034,155,680,1,0
675000,5,2,270,957,1,0,0,3,8,135,135,98006,215,957,1,0
500000,2,1,152,1310,1,0,0,4,7,106,46,98006,141,1257,2,0
389999,4,2,176,1466,2,0,0,4,7,176,0,98166,224,1418,2,0
630000,4,1,274,839,1,0,2,4,8,165,109,98034,197,892,1,0
360000,4,2,201,886,2,0,0,3,9,201,0,98001,212,924,1,0
580000,4,3,305,1028,2,0,0,3,8,211,94,98056,216,1023,1,0
550000,3,2,183,387,2,0,3,5,8,118,65,98126,222,387,4,0
879000,4,2,312,2055,2,0,0,3,10,312,0,98075,293,1057,0,0
265000,3,2,123,833,1,0,0,3,7,123,0,98042,162,680,1,0
446500,3,2,246,677,2,0,0,3,8,246,0,98059,223,671,1,0
404000,3,1,189,825,1,0,0,3,7,124,65,98108,199,520,2,0
267500,3,1,148,1107,1,0,2,3,7,101,46,98188,151,841,2,0
3075000,4,5,423,1732,1,1,4,3,10,242,181,98074,423,1813,0,0
335000,3,2,227,709,2,0,0,3,8,227,0,98003,233,734,0,0
576000,3,2,180,836,1,0,0,4,7,90,90,98117,204,679,3,0
208633,3,2,190,354,2,0,0,3,8,190,0,98038,220,427,0,0
315000,3,2,204,813,1,0,0,4,7,104,100,98166,136,942,2,0
725000,3,1,178,307,1,0,0,4,8,89,89,98112,162,372,5,0
550000,4,2,167,720,1,0,0,4,8,130,37,98177,167,769,2,0
610750,4,2,203,678,2,0,0,3,8,203,0,98074,209,909,1,0
550700,2,1,94,465,1,0,0,4,6,94,0,98105,136,465,5,0
665000,4,2,309,983,2,0,0,5,8,206,102,98056,253,774,2,0
834000,4,2,220,372,1,0,2,5,8,184,36,98144,227,534,4,0
201000,5,1,154,7287,1,0,0,3,6,154,0,98065,154,7287,4,0
2384000,5,2,339,841,2,0,4,5,10,313,26,98119,268,502,4,0
1400000,4,3,399,1125,1,0,3,3,11,250,149,98006,359,1045,0,0
305000,4,2,181,716,1,0,0,3,8,125,56,98058,200,683,1,0
487000,3,2,241,1306,1,0,0,5,8,160,81,98133,146,759,3,0
390000,3,2,179,6032,1,0,0,4,8,179,0,98042,218,5344,1,0
548000,2,1,137,359,1,0,0,4,7,109,28,98103,146,359,4,0
268750,4,1,74,816,1,0,0,3,6,74,0,98166,122,816,3,0
819900,5,2,293,662,2,0,0,3,9,293,0,98052,145,779,0,0
520000,3,2,189,1506,2,0,0,3,8,189,0,98027,247,1669,1,0
230000,3,2,135,1041,1,0,0,3,7,135,0,98001,141,885,0,0
240000,3,1,140,952,1,0,0,3,7,140,0,98023,140,906,2,0
240500,2,1,115,1124,1,0,0,3,6,89,26,98146,169,693,4,1
274975,3,2,282,4183,2,0,0,3,9,282,0,98077,286,3325,1,0
740000,4,2,191,409,1,0,0,4,9,191,0,98102,216,511,4,0
186375,3,1,93,710,1,0,0,2,7,93,0,98166,107,706,3,0
790000,3,2,220,956,1,0,0,4,9,148,72,98005,232,930,1,0
880000,4,3,260,627,2,0,0,3,9,176,85,98105,220,569,3,1
279000,6,1,208,1039,2,0,0,4,7,208,0,98198,148,739,2,0
295000,3,2,168,979,1,0,2,3,8,168,0,98022,178,971,1,0
640000,2,1,99,465,1,0,0,3,7,99,0,98103,159,465,4,0
940000,4,2,231,885,2,0,0,5,9,231,0,98040,257,885,2,0
260000,4,2,182,487,2,0,0,3,7,182,0,98038,167,548,0,0
559900,3,2,272,518,1,0,0,3,9,173,99,98072,240,1026,0,0
791500,4,2,140,325,1,0,0,5,7,140,0,98103,169,349,5,0
265000,3,1,132,767,1,0,0,3,7,132,0,98133,162,743,2,0
245000,3,1,162,1073,1,0,0,3,7,162,0,98178,82,7287,3,0
485000,4,1,238,4089,2,0,0,4,7,238,0,98052,238,1372,2,0
684000,4,3,283,782,2,0,0,3,9,225,58,98059,322,750,0,0
425000,3,1,232,636,1,0,0,3,8,121,112,98125,147,808,2,0
309600,4,1,118,1859,1,0,0,4,6,118,0,98070,154,1859,1,0
552250,4,2,240,541,2,0,0,3,8,240,0,98065,221,541,0,0
239900,4,1,93,663,1,0,0,3,6,93,0,98178,95,663,3,0
320000,2,1,99,3033,1,0,0,4,6,99,0,98059,126,2988,4,0
206600,3,2,129,1251,1,0,0,4,7,129,0,98030,160,1123,1,0
387000,4,1,232,715,1,0,0,3,7,116,116,98155,190,804,2,0
855000,4,2,211,972,2,0,0,3,9,211,0,98040,243,946,2,0
315000,3,1,177,1338,1,0,0,4,7,121,56,98166,180,1338,3,0
437500,2,1,92,290,1,0,2,5,7,73,19,98103,179,290,5,0
252000,4,1,144,1840,1,0,0,4,7,98,46,98001,152,2105,2,0
375000,4,1,204,695,1,0,0,5,7,102,102,98118,149,536,2,0
300000,4,2,178,452,2,0,0,3,7,178,0,98038,187,473,0,0
420000,4,1,163,892,1,0,0,4,7,163,0,98006,163,979,2,0
900000,3,1,124,7246,1,0,0,3,7,124,0,98033,125,1644,4,1
679900,3,2,227,534,2,0,2,3,9,184,43,98116,141,534,0,0
463000,3,2,152,2785,2,0,0,3,7,152,0,98053,147,2639,1,0
380000,5,2,257,1054,2,0,0,4,9,257,0,98059,230,1054,1,0
329500,4,2,169,735,2,0,0,3,7,169,0,98038,169,759,0,0
604950,3,2,196,521,1,0,0,3,8,125,72,98033,190,870,0,0
795000,5,2,283,889,1,0,2,4,8,152,130,98006,271,818,2,0
465000,3,2,171,3758,2,0,0,3,7,171,0,98045,128,4094,1,0
673000,4,2,278,967,2,0,0,3,9,278,0,98166,199,1622,0,0
810000,4,2,327,1433,2,0,0,3,10,327,0,98074,316,1994,1,0
785000,4,2,227,6451,1,0,0,4,8,178,49,98075,257,2264,1,0
338000,4,3,194,697,1,0,0,3,7,127,67,98056,168,711,1,0
280000,3,2,133,671,2,0,0,3,7,133,0,98056,133,671,1,0
530000,4,2,203,999,1,0,0,5,7,102,100,98133,168,644,3,0
380000,5,3,321,921,2,0,0,3,9,321,0,98023,266,903,0,0
297000,3,2,135,703,2,0,0,3,7,135,0,98056,153,709,0,0
730000,4,2,300,681,2,0,0,3,10,300,0,98075,323,692,0,0
450000,3,1,152,1255,1,0,0,3,7,103,49,98125,164,1171,3,0
275000,3,3,148,720,1,0,0,3,7,99,49,98038,156,697,0,0
595000,4,2,188,265,2,0,0,3,7,188,0,98115,178,290,2,0
435000,3,1,121,311,1,0,0,3,7,121,0,98144,148,239,5,1
270000,2,1,128,19513,1,0,0,1,6,128,0,98011,291,1846,2,0
950000,3,3,375,1333,2,0,0,3,10,282,94,98077,312,1314,1,0
389000,4,2,198,496,2,0,0,3,7,198,0,98019,214,644,0,0
560000,4,2,237,725,1,0,0,3,8,147,90,98052,225,748,2,0
1350000,5,3,446,1393,2,0,2,3,11,323,123,98006,376,1767,0,0
799000,4,2,233,1077,2,0,0,4,8,233,0,98040,228,901,2,0
